Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,,N/A,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.7826178!4d29.9480714!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,,N/A,https://www.google.com/maps/place/Casual+Coffee+Shop/data=!4m7!3m6!1s0x14cb4568b24c4a4f:0xcf402042553895c9!8m2!3d40.7631284!4d29.9331051!16s%2Fg%2F11s0t8m67_!19sChIJT0pMsmhFyxQRyZU4VUIgQM8?authuser=0&hl=tr&rclk=1
Unfiltered Love Cafe,"Kadıköy, Atatürk Blv. Güzide aprt no:12/c, 41310 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Serbahçe Restorant & Konaklama,"Servetiye Karşı Mah. Hacı Haliller Dere Mevkii No:59 , Yuvacık, 41090 Başiskele/Kocaeli",0533 592 20 50,,https://www.serbahce.com/,https://www.google.com/maps/place/K%C3%B6rfez+Pide+Lahmacun+Salonu/data=!4m7!3m6!1s0x14cb44f6bc302357:0x8068496610dd3af6!8m2!3d40.7148476!4d29.9323797!16s%2Fg%2F1tdq3bjm!19sChIJVyMwvPZEyxQR9jrdEGZJaIA?authuser=0&hl=tr&rclk=1
Serbahçe Restorant & Konaklama,"Servetiye Karşı Mah. Hacı Haliller Dere Mevkii No:59 , Yuvacık, 41090 Başiskele/Kocaeli",0533 592 20 50,,https://www.serbahce.com/,https://www.google.com/maps/place/Unfiltered+Love+Cafe/data=!4m7!3m6!1s0x14cb4f5b89a749d9:0x9b93c54c8567bd61!8m2!3d40.7653976!4d29.9444412!16s%2Fg%2F11t_z8lhf9!19sChIJ2UmniVtPyxQRYb1nhUzFk5s?authuser=0&hl=tr&rclk=1
Mooboo Coffee,"Sahil, Liman Cd. No:130/A, 41000 Başiskele/Kocaeli",0553 502 24 01,,http://www.mooboo.com.tr/,https://www.google.com/maps/place/Serbah%C3%A7e+Restorant+%26+Konaklama/data=!4m7!3m6!1s0x14cb43d0ca5ca1b5:0x3a0818783088d215!8m2!3d40.6348359!4d29.9299303!16s%2Fg%2F11fsk8rqtv!19sChIJtaFcytBDyxQRFdKIMHgYCDo?authuser=0&hl=tr&rclk=1
Akasya Cafe,"Yuvacık Yakacık, Hamdi Taşdemir Cd. No:71, 41140 Başiskele/Kocaeli",0541 486 38 51,"focus-within-polyfill@5.0.9, core-js-bundle@3.2.1, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, react-dom@18.3.1, react@18.3.1, lodash@4.17.21, info@mysite.com",https://cafeeakasya.wixsite.com/akasya,https://www.google.com/maps/place/Lokanta+Nizam/data=!4m7!3m6!1s0x14cb454381c7236b:0x5d0b02879f8c60d0!8m2!3d40.7463176!4d29.9564644!16s%2Fg%2F11h27x48jk!19sChIJayPHgUNFyxQR0GCMn4cCC10?authuser=0&hl=tr&rclk=1
Kare Restaurant,"Palmiye, Adnan Menderes Blv. No:8 D:2, 41050 İzmit/Kocaeli",0530 042 33 41,,https://www.instagram.com/karesahne/,https://www.google.com/maps/place/Mooboo+Coffee/data=!4m7!3m6!1s0x14cb45886aea5e3b:0x6cfa2b258d300c39!8m2!3d40.716211!4d29.9237946!16s%2Fg%2F11srql7bqn!19sChIJO17qaohFyxQROQwwjSUr-mw?authuser=0&hl=tr&rclk=1
BADE DÖNER PİZZA BURGER,"Barbaros, 41090 Başiskele/Kocaeli",(0262) 343 33 22,,N/A,https://www.google.com/maps/place/Akasya+Cafe/data=!4m7!3m6!1s0x14cb43be348dc4af:0x2949adc0940b6302!8m2!3d40.6763617!4d29.9663215!16s%2Fg%2F11ft7jvj5t!19sChIJr8SNNL5DyxQRAmMLlMCtSSk?authuser=0&hl=tr&rclk=1
Antikkapi Restaurant,"Karabaş, 1. Cd. No:5, 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Kare+Restaurant/data=!4m7!3m6!1s0x14cb4f007529d8ad:0xc1dca010663d8abe!8m2!3d40.764134!4d29.9596176!16s%2Fg%2F11x83zlxyg!19sChIJrdgpdQBPyxQRvoo9ZhCg3ME?authuser=0&hl=tr&rclk=1
